Short name,,2G CGI,SDCCH Blocking Rate [BBH],SDCCH Drop Call Rate [BBH],TCH Blocking Rate [BBH],TCH Drop Call Rate [BBH],Handover Success Rate [BBH],RX Quality [BBH],Total Voice Traffic,Handover Success Rate_Denom [BBH],Drop Call Rate_Nom [BBH],Drop Call Rate_Denom [BBH],Number of TRX [BBH],ICM%[BBH],Cell Downtime [sec] [BBH],TCH Utilization [BBH],Handover Success Rate_Nom [BBH]
,18-Feb-23,404-96-2535-16602,0,0,0,2.64,90.83,94.9,43.08,229,0,71,2,0.66,0,79.04,208
,19-Feb-23,404-96-2535-16602,0,0.18,0,1.62,85.57,95.3,42.56,305,4,118,2,0.52,0,82.35,261
,20-Feb-23,404-96-2535-16602,0,0,0,2.1,91.46,94.7,42.1,246,0,144,2,0.91,0,83.34,225
ZTE-HAR4-FZLP60C,16-Feb-23,404-96-2535-16603,0,0,0,0,92.42,97.12,31.82,66,0,87,3,0,0,24.51,61
,17-Feb-23,404-96-2535-16603,0,0,0,0,92.05,96.84,31.76,88,0,78,3,0.12,0,18.27,81
,18-Feb-23,404-96-2535-16603,0,0,0,0,89.23,97.27,28.93,65,0,72,3,0.08,0,22.27,58
,19-Feb-23,404-96-2535-16603,0,0.35,0,0,87.64,97.84,36.08,89,0,85,3,0,0,32.88,78
,20-Feb-23,404-96-2535-16603,0,0.46,0,0,95.89,97.79,27.25,73,0,89,3,0.1,0,18.31,70
ZTE-HAR4-GELA54A,16-Feb-23,404-96-2550-44541,0,0,0,0.37,92.54,97,28.21,67,1,82,2,0,0,49.16,62
,17-Feb-23,404-96-2550-44541,0,0,0,0.78,93.02,96.96,33.77,43,0,105,2,0,0,74.04,40
,18-Feb-23,404-96-2550-44541,0,0,0,0.78,93.94,97,26.66,33,0,68,2,0,0,42.08,31
,19-Feb-23,404-96-2550-44541,0,0,0,0.41,85.19,96.77,24.06,27,0,85,2,0,0,45.17,23
,20-Feb-23,404-96-2550-44541,0,0,0,0,91.67,96.91,29.85,36,0,99,2,0,0,52.26,33
ZTE-HAR4-GELA54B,16-Feb-23,404-96-2550-44542,0,0,0,0,100,98.07,12.12,21,0,30,2,0,0,19.54,21
,17-Feb-23,404-96-2550-44542,0,0,0,0,96.55,98.13,8.36,58,0,20,2,0,0,22.84,56
,18-Feb-23,404-96-2550-44542,0,0,0,0,96.43,98.16,9.85,28,0,16,2,0,0,23.15,27
,19-Feb-23,404-96-2550-44542,0,0,0,0,92.86,98.25,9.1,28,0,16,2,0,0,19.21,26
,20-Feb-23,404-96-2550-44542,0,0,0,0,100,98.03,9.15,23,0,20,2,0,0,20.72,23
ZTE-HAR4-GELA54C,16-Feb-23,404-96-2550-44543,0,0,0,0,85,92.88,18.84,40,0,41,2,0,0,32.91,34
,17-Feb-23,404-96-2550-44543,0,0,0,0,89.19,93.42,19.45,37,0,60,2,0,0,34.65,33
,18-Feb-23,404-96-2550-44543,0,0,0,0,86.79,91.52,23.89,53,2,66,2,0,0,41.84,46
,19-Feb-23,404-96-2550-44543,0,0,0,1.01,77.27,94.2,18.91,22,0,24,2,0,0,30.31,17
,20-Feb-23,404-96-2550-44543,0,0.33,0,1.01,88.46,94.13,19.71,26,0,63,2,0,0,38.11,23
ZTE-HAR4-GHAG31A,16-Feb-23,404-96-2540-48311,0,0,0,0,97.53,98.62,77.83,405,0,197,2,2.21,0,176.25,395
,17-Feb-23,404-96-2540-48311,0,0.15,0,0,97.15,98.59,84.69,386,4,196,2,0.74,0,171.92,375
,18-Feb-23,404-96-2540-48311,0,0,0,0.68,98.06,98.01,88.39,206,0,145,2,0.44,0,166.52,202
,19-Feb-23,404-96-2540-48311,0,0,0,0.68,96.09,98.14,90.42,256,1,149,2,0.79,0,138.76,246
,20-Feb-23,404-96-2540-48311,0,0,0,0.9,95.82,98.15,93.26,311,0,207,2,1.24,0,173.43,298
ZTE-HAR4-GHAG31B,16-Feb-23,404-96-2540-48312,0,0,0,0,93.01,96.44,62.04,186,0,202,2,0.53,0,131.96,173
,17-Feb-23,404-96-2540-48312,0,0.21,0,0,81.9,96.33,74.41,116,0,183,2,0.1,0,137.93,95
,18-Feb-23,404-96-2540-48312,0,0.18,0,0,92.27,96.2,75.61,181,0,211,2,1.08,0,171.01,167
,19-Feb-23,404-96-2540-48312,0,0,0,0,84.75,95.81,82.8,236,0,276,2,1.25,0,163.84,200
,20-Feb-23,404-96-2540-48312,0,0.13,0,0,82.89,95.43,78.09,152,2,243,2,0.75,0,166.82,126
ZTE-HAR4-GHAG31C,16-Feb-23,404-96-2540-48313,0,0,0,0.17,96.48,97.34,92.67,341,1,179,2,0,0,146.23,329
,17-Feb-23,404-96-2540-48313,0,0,0,0.19,97.56,96.57,98.89,246,2,179,2,0,0,154.53,240
,18-Feb-23,404-96-2540-48313,0,0,0,0.56,93.73,96.52,90.62,255,5,197,2,0.5,0,161.35,239
,19-Feb-23,404-96-2540-48313,0,0,0,1.4,92.74,96.63,90.97,179,0,184,2,1.02,0,127.55,166
,20-Feb-23,404-96-2540-48313,0,0,0,1.22,98.58,97.03,106.85,211,0,149,2,0.75,0,140.26,208
ZTE-HAR4-GHNA26A,16-Feb-23,404-96-2780-56261,0,0,0,0,83.02,96.02,70.54,106,0,160,2,0,0,116.07,88
,17-Feb-23,404-96-2780-56261,0,0,0,0,96,95.96,69.82,100,0,157,2,0,0,131.07,96
,18-Feb-23,404-96-2780-56261,0,0,0,0,81.31,96.38,77.04,107,2,139,2,0,0,113.91,87
,19-Feb-23,404-96-2780-56261,0,0,0,0.48,94.74,96.03,65.36,38,2,79,2,0,0,103.48,36
,20-Feb-23,404-96-2780-56261,0,0,0,1.32,95.54,97.01,64.84,112,1,190,2,0,0,114.17,107
ZTE-HAR4-GHNA26B,16-Feb-23,404-96-2780-56262,0,0,0,0,100,98.26,25.5,46,0,52,2,0,0,40.45,46
,17-Feb-23,404-96-2780-56262,0,0,0,0,100,98.09,21.77,65,0,52,2,0.18,0,54.22,65
,18-Feb-23,404-96-2780-56262,0,0,0,0,98.39,98.06,16.95,62,0,59,2,0,0,31.19,61
,19-Feb-23,404-96-2780-56262,0,0,0,0,95.35,98.79,25.88,43,0,83,2,0,0,52.23,41
,20-Feb-23,404-96-2780-56262,0,0,0,0,94.34,99,22.33,53,0,71,2,0,0,37.28,50
ZTE-HAR4-GHNA26C,16-Feb-23,404-96-2780-56263,0,0,0,0,100,97.13,33.83,38,1,63,2,0.42,0,76.94,38
,17-Feb-23,404-96-2780-56263,0,0,0,0.53,92.59,97.31,33.59,27,1,49,2,0,0,72,25
,18-Feb-23,404-96-2780-56263,0,0,0,1.21,100,97.57,31.06,68,0,50,2,0,0,67.63,68
,19-Feb-23,404-96-2780-56263,0,0,0,1.21,100,98.19,31.22,24,1,54,2,0,0,57.75,24
,20-Feb-23,404-96-2780-56263,0,0,0,1.3,95.95,97.92,29.24,74,0,71,2,0.07,0,62.85,71
ZTE-HAR4-GHNA26D,16-Feb-23,404-96-2780-56264,0,0,0,0,100,99.05,3.88,10,0,15,2,0,0,9.06,10
,17-Feb-23,404-96-2780-56264,0,0,0,0,96.3,99.11,5.78,27,0,29,2,0,0,24.73,26
,18-Feb-23,404-96-2780-56264,0,0,0,0,100,99.2,4.34,22,0,13,2,0,0,19.55,22
,19-Feb-23,404-96-2780-56264,0,0,0,0,100,99.18,4.4,6,0,15,2,0,0,11.72,6
,20-Feb-23,404-96-2780-56264,0,0,0,0,88.46,99.28,3.35,26,0,15,2,0,0,8.99,23
ZTE-HAR4-GJRD62A,16-Feb-23,404-96-2470-51621,0,0,0,0.35,95.6,92.68,33.41,91,0,77,2,0,0,51.87,87
,17-Feb-23,404-96-2470-51621,0,0.38,0,0,100,92.63,33.37,49,0,102,2,0,0,39.42,49
,18-Feb-23,404-96-2470-51621,0,0.33,0,0,97.22,92.38,34.26,72,2,83,2,0,0,49.92,70
,19-Feb-23,404-96-2470-51621,0,0,0,0.8,95.06,92.87,33.14,81,0,74,2,0,0,46.4,77
,20-Feb-23,404-96-2470-51621,0,0,0,0.8,93.43,92.49,36.99,137,2,96,2,0,0,75.86,128
ZTE-HAR4-GJRD62B,16-Feb-23,404-96-2470-51622,0,0,0,0,96.67,96.77,15.62,30,0,28,2,0,0,25.94,29
,17-Feb-23,404-96-2470-51622,0,0,0,0,92.59,97.38,16.19,54,0,57,2,0,0,31.16,50
,18-Feb-23,404-96-2470-51622,0,0,0,0,100,97.66,16.25,27,0,25,2,0,0,24.92,27
,19-Feb-23,404-96-2470-51622,0,0,0,0,96.77,97.35,15.9,31,0,48,2,0,0,25.23,30
,20-Feb-23,404-96-2470-51622,0,0,0,0,94.29,96.88,17.03,35,0,56,2,0,0,25.6,33
ZTE-HAR4-GJRD62C,16-Feb-23,404-96-2470-51623,0,0,0,1.85,95.45,98.29,4.6,44,0,17,2,0,0,9.7,42
,17-Feb-23,404-96-2470-51623,0,0,0,1.85,91.67,97.67,6.71,12,0,34,2,0,0,14.51,11
,18-Feb-23,404-96-2470-51623,0,0,0,0,90.24,98.26,6.55,82,0,31,2,0,0,13.08,74
,19-Feb-23,404-96-2470-51623,0,0,0,0,85.71,97.04,6.25,77,0,28,2,0,0,14.5,66
,20-Feb-23,404-96-2470-51623,0,0,0,0,88.7,96.89,8.44,115,1,44,2,0,0,25.52,102
ZTE-HAR4-ZHADW36A,16-Feb-23,404-96-2680-29361,0,0,0,0,97.89,98.37,22.82,95,0,61,2,0,0,39.37,93
,17-Feb-23,404-96-2680-29361,0,0,0,0,97.44,98.01,19.58,39,0,39,2,0,0,41.6,38
,18-Feb-23,404-96-2680-29361,0,0,0,0,79.37,98.43,19.54,63,0,42,2,0,0,33.69,50
,19-Feb-23,404-96-2680-29361,0,0,0,0,92.31,97.83,18.56,26,0,54,2,0,0,33.02,24
,20-Feb-23,404-96-2680-29361,0,0,0,0,97.3,98.08,19.15,37,0,38,2,0,0,37,36
ZTE-HAR4-ZHADW36B,16-Feb-23,404-96-2680-29362,0,0,0,1.01,84.06,99.3,18.64,69,0,47,2,0,0,47.8,58
,17-Feb-23,404-96-2680-29362,0,0,0,1.01,53.19,99.13,17.02,47,0,54,2,0,0,48.01,25
,18-Feb-23,404-96-2680-29362,0,0,0,1.01,56.52,98.49,18.55,46,0,42,2,0,0,36.79,26
,19-Feb-23,404-96-2680-29362,0,0,0,0,85.71,98.44,13.65,77,0,51,2,0,0,34.13,66
,20-Feb-23,404-96-2680-29362,0,0,0,0,78.05,98.32,11.2,41,0,36,2,0,0,34.99,32
ZTE-HAR4-ZHADW36C,16-Feb-23,404-96-2680-29363,0,0,0,1.01,97,99.29,25.01,100,0,30,2,0,0,45.31,97
,17-Feb-23,404-96-2680-29363,0,0,0,1.01,100,99.14,18.47,12,0,21,2,0,0,26.87,12
,18-Feb-23,404-96-2680-29363,0,0,0,1.01,93.75,99.04,23.01,32,0,59,2,0,0,38.2,30
,19-Feb-23,404-96-2680-29363,0,0,0,0,97.18,99.4,19.21,71,0,51,2,0,0,51.39,69
,20-Feb-23,404-96-2680-29363,0,0,0,0,97.39,99.45,22.28,115,0,41,2,0,0,32.85,112
ZTE-HAR4-ZHAIB67A,16-Feb-23,404-96-1670-15671,0,0,0,0.93,94.12,98.57,11.32,17,0,48,2,0,0,15.72,16
,17-Feb-23,404-96-1670-15671,0,0,0,0,87.5,98.15,9.14,16,0,36,2,0,0,17.85,14
,18-Feb-23,404-96-1670-15671,0,0,0,0,100,96.38,10.2,14,0,20,2,0,0,17.02,14
,19-Feb-23,404-96-1670-15671,0,0,0,0,92.31,97.03,9.92,26,0,63,2,0,0,25.28,24
,20-Feb-23,404-96-1670-15671,0,0,0,0,90.62,96.22,10,32,0,58,2,0,0,16.07,29
ZTE-HAR4-ZHAIB67B,16-Feb-23,404-96-1670-15672,0,0,0,0,100,97.38,6.36,6,0,9,2,0,0,13.42,6
,17-Feb-23,404-96-1670-15672,0,3.33,0,0,91.67,98.82,5.8,12,0,17,2,0,0,21.83,11
,18-Feb-23,404-96-1670-15672,0,0,0,0,100,99.1,5.95,14,0,7,2,0,0,11.36,14
,19-Feb-23,404-96-1670-15672,0,2.33,0,0,100,99.36,7.69,18,0,26,2,0,0,20.2,18
,20-Feb-23,404-96-1670-15672,0,0,0,0,84.62,98.53,7.25,13,0,18,2,0,0,15.92,11
ZTE-HAR4-ZHAIB67C,16-Feb-23,404-96-1670-15673,0,0.34,0,0.83,92.31,98.85,20.11,13,0,39,2,0,0,27.8,12
,17-Feb-23,404-96-1670-15673,0,0,0,0,66.67,97.28,17.99,27,0,50,2,0,0,47.56,18
,18-Feb-23,404-96-1670-15673,0,0,0,0,100,96.91,22.06,13,0,64,2,0,0,40.93,13
,19-Feb-23,404-96-1670-15673,0,0,0,0,100,95.44,26.69,11,0,53,2,0,0,49.88,11
,20-Feb-23,404-96-1670-15673,0,0,0,0,75,96.25,25.63,32,0,88,2,0,0,52.1,24
ZTE-HAR4-ZHASS61A,16-Feb-23,404-96-2580-21611,0,0.67,1.47,0,85.54,93.3,16.26,83,1,67,2,0,0,37.63,71
,17-Feb-23,404-96-2580-21611,0,0,0,0.5,92.63,93.48,18.05,95,0,47,2,0,0,39.33,88
,18-Feb-23,404-96-2580-21611,0,0,0,0.5,91.78,93.91,22.21,73,1,54,2,0,0,49.57,67
,19-Feb-23,404-96-2580-21611,0,0.7,0,1.11,92.31,94.93,28.33,65,0,57,2,0,0,39.13,60
,20-Feb-23,404-96-2580-21611,0,0,0,0.62,92.86,95.81,20.21,70,0,50,2,0,0,28,65
ZTE-HAR4-ZHASS61B,16-Feb-23,404-96-2580-21612,0,0,0,0,97.83,96.85,26.46,46,0,60,2,0,0,40.79,45
,17-Feb-23,404-96-2580-21612,0,0,0,0,97.37,97.83,20.04,38,1,56,2,0,0,35.03,37
,18-Feb-23,404-96-2580-21612,0,0,0,0.6,100,97.31,29.33,100,0,72,2,0,0,56.41,100
,19-Feb-23,404-96-2580-21612,0,0,0,0.6,100,97.45,23.62,42,0,59,2,0,0,43.77,42
,20-Feb-23,404-96-2580-21612,0,0,0,0.6,97.83,97.33,28.53,92,1,72,2,0,0,55.51,90
ZTE-HAR4-ZHASS61C,16-Feb-23,404-96-2580-21613,0,0,13.7,0,83.72,93.47,23.41,43,0,63,2,0,0,39.52,36
,17-Feb-23,404-96-2580-21613,0,0,0,0,100,92.39,20.58,14,0,39,2,0,0,33.46,14
,18-Feb-23,404-96-2580-21613,0,0,0,0,98.25,90.72,23.87,57,0,69,2,0,0,42.02,56
,19-Feb-23,404-96-2580-21613,0,0,0,0,96.49,91.4,27.78,57,0,56,2,0,0,39.77,55
,20-Feb-23,404-96-2580-21613,0,1.2,1.11,0,87.18,92.49,23.53,39,0,86,2,0,0,41.85,34
ZTE-HAR4-HNGL85A,16-Feb-23,404-96-2600-49851,0,0,0,2.19,91.21,96.75,25.44,91,1,48,2,0,0,35.96,83
,17-Feb-23,404-96-2600-49851,0,0,0,1.46,91.58,96.23,31.73,95,0,47,2,0,0,46.43,87
,18-Feb-23,404-96-2600-49851,0,0,0,1.04,97.75,95.63,25.52,89,0,80,2,0,0,43.01,87
,19-Feb-23,404-96-2600-49851,0,0,0,0.69,98.72,95.64,24.99,78,0,58,2,0,0,52.09,77
,20-Feb-23,404-96-2600-49851,0,0,0,0,92.71,96.64,29.27,96,0,68,2,0,0,55.08,89
ZTE-HAR4-HNGL85B,16-Feb-23,404-96-2600-49852,0,0,0,0.3,98.88,97.43,50.63,89,0,81,2,0,0,89.19,88
,17-Feb-23,404-96-2600-49852,0,0.36,0,0.3,98,97.99,42.19,100,1,123,2,0,0,86.56,98
,18-Feb-23,404-96-2600-49852,0,0,0,0.27,98.46,98.14,44.17,65,1,69,2,0,0,85.19,64
,19-Feb-23,404-96-2600-49852,0,0,0,0.75,100,97.81,50.11,86,0,196,2,0,0,98.93,86
,20-Feb-23,404-96-2600-49852,0,0,0,0.75,98.84,97.83,44.36,86,0,73,2,0,0,108.85,85
ZTE-HAR4-HNGL85C,16-Feb-23,404-96-2600-49853,0,0,0,1.11,90,93.42,11.94,20,0,19,2,0,0,31.1,18
,17-Feb-23,404-96-2600-49853,0,0,0,0,76.92,93.97,12.14,39,1,49,2,0,0,30.32,30
,18-Feb-23,404-96-2600-49853,0,0,0,0.68,85,95.74,10.61,20,0,38,2,0,0,23.49,17
,19-Feb-23,404-96-2600-49853,0,0,0,0.68,68.09,96.57,13.71,47,0,45,2,0,0,39.9,32
,20-Feb-23,404-96-2600-49853,0,0,0,0.68,42.11,96.41,14.64,19,0,22,2,0,0,25.36,8
ZTE-HAR4-ZHSNP50A,16-Feb-23,---,,,,,,,,,,,,,,,
,17-Feb-23,---,,,,,,,,,,,,,,,
,18-Feb-23,404-96-2470-52501,0,3.73,0,,86.36,,20.08,22,0,97,2,0,0,43.06,19
,19-Feb-23,404-96-2470-52501,0,6.45,0,0,85.71,96.04,32.08,7,2,54,2,0,0,46.07,6
,20-Feb-23,404-96-2470-52501,0,6.75,0,1.85,80,95.97,8.63,5,2,61,2,0,0,38.32,4
ZTE-HAR4-ZHSNP50B,16-Feb-23,---,,,,,,,,,,,,,,,
,17-Feb-23,---,,,,,,,,,,,,,,,
,18-Feb-23,404-96-2470-52502,0,0,0,,92.31,,23.31,39,0,62,2,0,0,57.56,36
,19-Feb-23,404-96-2470-52502,0,0,0,0,100,97.12,26.67,24,1,57,2,0,0,41.91,24
,20-Feb-23,404-96-2470-52502,0,1.01,0,0.88,100,97.34,7.39,7,0,35,2,0,0,35.31,7
ZTE-HAR4-ZHSNP50C,16-Feb-23,---,,,,,,,,,,,,,,,
,17-Feb-23,---,,,,,,,,,,,,,,,
,18-Feb-23,404-96-2470-52503,0,3.75,0,,97.22,,14.12,36,0,26,2,0,0,28.97,35
,19-Feb-23,404-96-2470-52503,0,1.75,0,0,100,92.29,14.53,12,1,49,2,0,0,21.88,12
,20-Feb-23,404-96-2470-52503,0,0.82,0,1.02,94.44,90.94,4.98,18,1,37,2,0,0,32.02,17
ZTE-HAR4-ZHUMA76A,16-Feb-23,404-96-2760-49761,0,0,0,1.25,92.45,94.82,46.55,159,6,151,2,0.37,0,89.82,147
,17-Feb-23,404-96-2760-49761,0,0.23,0,1.32,95.73,94.09,52.23,164,0,104,2,0.09,0,108.24,157
,18-Feb-23,404-96-2760-49761,0,0,0,1.32,96.39,93.93,54.07,194,0,140,2,0.62,0,85.48,187
,19-Feb-23,404-96-2760-49761,0,0,0,1.32,94.03,94.01,50.52,134,1,115,2,0.28,0,95.98,126
,20-Feb-23,404-96-2760-49761,0,0,0,0.29,90.79,94.44,48.39,152,2,120,2,0.26,0,82.14,138
ZTE-HAR4-ZHUMA76B,16-Feb-23,404-96-2760-49762,0,0,0,0.94,95.86,95.84,79.7,435,1,132,2,0.58,0,141.83,417
,17-Feb-23,404-96-2760-49762,0,0,0,0.65,94.48,95.76,77.59,326,1,169,2,1.11,0,110.12,308
,18-Feb-23,404-96-2760-49762,0,0.16,0,0.85,94.7,94.86,76.57,264,2,144,2,0.46,0,110.65,250
,19-Feb-23,404-96-2760-49762,0,0,0,0.91,92.98,95.22,71.86,299,5,206,2,0.25,0,130.27,278
,20-Feb-23,404-96-2760-49762,0,0.14,0,1.47,96.59,95.02,80.57,381,0,173,2,0.41,0,124.74,368
ZTE-HAR4-ZHUMA76C,16-Feb-23,404-96-2760-49763,0,0,0,0,91.14,94.94,47.93,158,0,106,2,0.09,0,60.05,144
,17-Feb-23,404-96-2760-49763,0,0.21,0,0,92.47,94,50.45,186,8,99,2,0.76,0,73.92,172
,18-Feb-23,404-96-2760-49763,0,0,0,2.69,92.7,93.68,53.22,178,0,143,2,0.51,0,72.43,165
,19-Feb-23,404-96-2760-49763,0,0.24,0,2.69,88.3,94.64,48.82,171,3,125,2,1.01,0,66.29,151
,20-Feb-23,404-96-2760-49763,0,0,0,3.49,93.62,93.74,59.8,235,0,128,2,0.17,0,86.52,220
ZTE-HAR4-ZIOCL93A,16-Feb-23,404-96-1450-49931,0,0,0,0,96.21,94.13,268.69,396,0,556,5,1.89,0,129.46,381
,17-Feb-23,404-96-1450-49931,0,0,0,0,94.47,94.92,265.75,452,0,534,5,1.17,0,124.74,427
,18-Feb-23,404-96-1450-49931,0,0,0,0,89.35,94.75,254.55,554,0,545,5,1.52,0,118.07,495
,19-Feb-23,404-96-1450-49931,0,0.05,0,0,78.09,94.46,407.1,575,0,916,5,9.72,0,176.07,449
,20-Feb-23,404-96-1450-49931,0,0,0,0,84.54,93.22,290.87,427,0,728,5,6.77,0,154.18,361
ZTE-HAR4-ZIOCL93B,16-Feb-23,404-96-1450-49932,0,0,0,0,94.65,92.36,257.01,486,0,539,4,1.85,0,182.43,460
,17-Feb-23,404-96-1450-49932,0,0,0,0,94.52,92.59,217.02,529,0,494,4,0.8,0,173.19,500
,18-Feb-23,404-96-1450-49932,0,0,0,0,92.01,93.35,238.12,513,0,603,4,0.56,0,161.83,472
,19-Feb-23,404-96-1450-49932,0,0,0,0,89.3,94.02,369.93,570,0,942,4,7.25,0,233.02,509
,20-Feb-23,404-96-1450-49932,0,0,0,0,87.01,93.31,239.49,508,0,520,4,1.68,0,192.99,442
ZTE-HAR4-ZIOCL93C,16-Feb-23,404-96-1450-49933,0,0,0,0,89.56,96.35,228.32,316,0,369,4,0.84,0,147.97,283
,17-Feb-23,404-96-1450-49933,0,0,0,0,81.67,96.35,215.34,540,0,639,4,1.62,0,137.35,441
,18-Feb-23,404-96-1450-49933,0,0,0,0,95.72,93.76,234.01,374,0,410,4,0.89,0,135.66,358
,19-Feb-23,404-96-1450-49933,0,0,0,0,82.07,93.92,283.42,357,0,664,4,4.41,0,219.15,293
,20-Feb-23,404-96-1450-49933,0,0,0,0,93.39,93.95,224.04,363,0,389,4,0.98,0,133.19,339
ZTE-HAR4-ZJAND18A,16-Feb-23,404-96-1780-31181,0,0,0,0,,92.9,4.88,0,0,8,2,0,0,12.78,0
,17-Feb-23,404-96-1780-31181,0,0,0,0,100,91.34,8.01,5,0,13,2,0,0,22.24,5
,18-Feb-23,404-96-1780-31181,0,0,0,0,,91.55,7.23,0,0,27,2,0,0,14.42,0
,19-Feb-23,404-96-1780-31181,0,0,0,0,100,89.82,6.78,1,0,16,2,0,0,16.45,1
,20-Feb-23,404-96-1780-31181,0,0,0,0,0,94.02,9.97,2,0,22,2,0,0,23.94,0
ZTE-HAR4-ZJAND18B,16-Feb-23,404-96-1780-31182,0,0,0,0,100,98.85,13.85,17,0,32,2,0,0,22.26,17
,17-Feb-23,404-96-1780-31182,0,0,0,0,100,99.56,17.76,15,0,30,2,0,0,35.22,15
,18-Feb-23,404-96-1780-31182,0,0,0,0,100,99.53,21.74,7,0,49,2,0,0,36.64,7
,19-Feb-23,404-96-1780-31182,0,0,0,0,100,99.38,27.38,54,0,80,2,0,0,48.9,54
,20-Feb-23,404-96-1780-31182,0,0,0,0,100,99.46,22.5,26,0,49,2,0,0,36.85,26
ZTE-HAR4-ZJAND18C,16-Feb-23,404-96-1780-31183,0,0,0,0.58,100,98.25,14.27,15,0,61,2,0,0,25.31,15
,17-Feb-23,404-96-1780-31183,0,0,0,0.58,100,97.02,13.2,12,0,14,2,0,0,28.36,12
,18-Feb-23,404-96-1780-31183,0,0,0,0.58,100,96.76,12.52,20,0,27,2,0,0,17.71,20
,19-Feb-23,404-96-1780-31183,0,0,0,0,100,96.67,15.75,39,0,54,2,0,0,28.11,39
,20-Feb-23,404-96-1780-31183,0,0,0,0,100,96.24,14.32,12,2,19,2,0,0,26.38,12
ZTE-HAR4-ZJHAM94A,16-Feb-23,404-96-2550-57941,0,0,0,0.41,96.88,95.65,56.32,32,0,155,2,0,0,91.68,31
,17-Feb-23,404-96-2550-57941,0,0,0,0.41,90.28,93.34,27.9,72,0,86,2,0,0,62.26,65
,18-Feb-23,404-96-2550-57941,0,0,0,0,100,94.01,41.96,45,0,42,2,0,0,54.75,45
,19-Feb-23,404-96-2550-57941,0,0,0,0,100,94.08,23.16,20,0,63,2,0,0,44.54,20
,20-Feb-23,404-96-2550-57941,0,0,0,0,92.86,96.8,28.11,56,1,62,2,0,0,45.54,52
ZTE-HAR4-ZJHAM94B,16-Feb-23,404-96-2550-57942,0,0,0,2.41,75,95.3,39.68,48,0,85,2,0,0,68.37,36
,17-Feb-23,404-96-2550-57942,0,0,0,2.01,72.41,95.01,24.69,29,1,77,2,0,0,58.75,21
,18-Feb-23,404-96-2550-57942,0,0.3,0,1.44,88.46,94.53,37.2,52,1,143,2,0.28,0,82.04,46
,19-Feb-23,404-96-2550-57942,0,0.23,0,0.67,78.57,95.31,35.18,28,1,91,2,0,0,67.05,22
,20-Feb-23,404-96-2550-57942,0,0,0,1.03,42.59,96,38.4,54,2,96,2,0,0,71.45,23
ZTE-HAR4-ZJHAM94C,16-Feb-23,404-96-2550-57943,0,0,0,0.61,96.77,98.35,36.94,31,0,41,2,0,0,56.82,30
,17-Feb-23,404-96-2550-57943,0,0,0,0.61,87.5,98.42,23.06,16,0,53,2,0,0,49.89,14
,18-Feb-23,404-96-2550-57943,0,0,0,0,91.67,98.58,30.8,48,3,63,2,0,0,82.88,44
,19-Feb-23,404-96-2550-57943,0,0,0,1.59,95.83,98.79,29.68,24,1,41,2,0,0,53.83,23
,20-Feb-23,404-96-2550-57943,0,0,0,2.4,97.92,98.97,26.83,48,0,61,2,0,0,62.57,47
ZTE-HAR4-JNGC65A,16-Feb-23,404-96-2400-45651,0,0,0,0.54,86.79,94.79,27.03,53,0,114,2,0,0,73.53,46
,17-Feb-23,404-96-2400-45651,0,0,0,0.54,88.46,94.43,24.52,52,0,97,2,0,0,48.88,46
,18-Feb-23,404-96-2400-45651,0,0,0,0.54,91.49,95.1,30.2,47,0,119,2,0,0,66.58,43
,19-Feb-23,404-96-2400-45651,0,0,0,0,94.83,95.55,27.29,58,0,91,2,0,0,47.83,55
,20-Feb-23,404-96-2400-45651,0,0,0,0,84.62,95.97,28.89,52,0,70,2,0,0,46.89,44
ZTE-HAR4-JNGC65B,16-Feb-23,404-96-2400-45652,0,0,0,1.01,93.07,96.26,19.49,101,1,52,2,0,0,47.01,94
,17-Feb-23,404-96-2400-45652,0,0.45,0,0.64,96.61,97.28,17,59,0,44,2,0,0,36.01,57
,18-Feb-23,404-96-2400-45652,0,0,0,0.64,87.76,97.65,19.77,49,1,59,2,0.08,0,33.29,43
,19-Feb-23,404-96-2400-45652,0,0,0,1.21,97.22,97.77,26.68,108,0,47,2,0.15,0,48.07,105
,20-Feb-23,404-96-2400-45652,0,0,0,0.56,90.91,97.49,23.51,88,0,61,2,0,0,40.16,80
ZTE-HAR4-JNGC65C,16-Feb-23,404-96-2400-45653,0,0.49,0,0.57,88.89,92.47,37.61,45,0,106,2,0,0,80.69,40
,17-Feb-23,404-96-2400-45653,0,0,0,0.57,93.94,93.97,38.05,66,0,101,2,0,0,69.23,62
,18-Feb-23,404-96-2400-45653,0,0,0,0.29,83.72,94.39,34.48,86,0,114,2,0,0,69.84,72
,19-Feb-23,404-96-2400-45653,0,0,0,0,88.89,94.76,45.77,72,0,136,2,0,0,81.21,64
,20-Feb-23,404-96-2400-45653,0,0,0,0,88.14,95.35,42.11,59,0,138,2,0,0,75.06,52
ZTE-HAR4-ZKHDA89A,16-Feb-23,404-96-2780-60891,0,0,0,0,99.46,97.25,47.24,185,1,136,2,0.1,0,105.76,184
,17-Feb-23,404-96-2780-60891,0,0,0,0.25,100,96.34,45.94,146,0,124,2,0.17,0,85.08,146
,18-Feb-23,404-96-2780-60891,0,0,0,0.25,95.28,96.62,45.6,106,0,111,2,0,0,67.94,101
,19-Feb-23,404-96-2780-60891,0,0,0,0.25,98.18,96.88,47.96,165,0,133,2,0.08,0,92.6,162
