Short name,,2G CGI,SDCCH Blocking Rate [BBH],SDCCH Drop Call Rate [BBH],TCH Blocking Rate [BBH],TCH Drop Call Rate [BBH],Handover Success Rate [BBH],RX Quality [BBH],Total Voice Traffic,Handover Success Rate_Denom [BBH],Drop Call Rate_Nom [BBH],Drop Call Rate_Denom [BBH],Number of TRX [BBH],ICM%[BBH],Cell Downtime [sec] [BBH],TCH Utilization [BBH],Handover Success Rate_Nom [BBH]
GHAG31A,24-Feb-23,404-96-2540-48311,0,0.14,0,0.35,93.49,98.37,110.05,584,0,177,2,0.87,0,190.34,546
,25-Feb-23,404-96-2540-48311,0,0.11,0,0.18,94.09,98.29,112.78,727,0,214,2,2.51,0,175.9,684
,26-Feb-23,404-96-2540-48311,0,0,0,0.18,95,97.62,107.62,640,2,224,2,0.78,0,164.84,608
,27-Feb-23,404-96-2540-48311,0,0.1,0,0.3,92.34,97.09,112.09,757,0,273,2,2.71,0,179.98,699
,28-Feb-23,404-96-2540-48311,0,0.11,0,0.3,95.23,97.02,104.99,713,1,207,2,1.13,0,199.12,679
GHAG31B,24-Feb-23,404-96-2540-48312,0,0.38,0,0,88.51,95.5,84.22,261,0,209,2,1.81,121,182.9,231
,25-Feb-23,404-96-2540-48312,0,0,0,0,85.37,95.27,84.95,335,0,265,2,0.72,0,180.14,286
,26-Feb-23,404-96-2540-48312,0,0,0,0,87.5,94.93,97.41,368,0,299,2,1.75,0,164.72,322
,27-Feb-23,404-96-2540-48312,0,0.29,0,0,89.4,94.79,87.31,302,0,201,2,1.21,0,143.22,270
,28-Feb-23,404-96-2540-48312,0,0.16,0,0,90.08,95.33,80.19,242,0,138,2,0.8,0,123.2,218
GHAG31C,24-Feb-23,404-96-2540-48313,0,0,0,0.35,95.36,97.07,93.45,345,1,246,2,0.49,123,180,329
,25-Feb-23,404-96-2540-48313,0,0.31,0,0.48,97.09,96.83,98.76,412,1,211,2,0.24,0,173.87,400
,26-Feb-23,404-96-2540-48313,0,0,0,0.64,96.58,97.06,105.44,351,3,198,2,1.82,0,191.7,339
,27-Feb-23,404-96-2540-48313,0,0,0,0.8,96.87,96.82,90.52,383,1,210,2,2.09,0,142.72,371
,28-Feb-23,404-96-2540-48313,0,0,0,0.82,96.54,97.09,88.65,405,0,221,2,1.27,0,176.92,391
GJRD62A,24-Feb-23,404-96-2470-51621,0,0,0,0.63,92.37,93.25,44.55,131,0,135,2,0,0,74.91,121
,25-Feb-23,404-96-2470-51621,0,0,0,0.63,97.73,93.57,37.63,132,0,131,2,0,0,68.8,129
,26-Feb-23,404-96-2470-51621,0,0,0,0,93.02,94.27,46.49,86,0,104,2,0,0,71.78,80
,27-Feb-23,404-96-2470-51621,0,0.39,0,0,98.15,95.09,45.55,108,0,100,2,0,0,61.62,106
,28-Feb-23,404-96-2470-51621,0,0,0,0,96.09,93.8,42.02,179,0,137,2,0,0,76.81,172
GJRD62B,24-Feb-23,404-96-2470-51622,0,0,0,0.93,80,96.3,16.08,35,1,39,2,0,0,35.77,28
,25-Feb-23,404-96-2470-51622,0,0,0,1.78,96.55,96.51,22.75,58,0,48,2,0,0,35.16,56
,26-Feb-23,404-96-2470-51622,0,0,0,1.78,87.8,97.74,19.97,41,0,60,2,0,0,29.86,36
,27-Feb-23,404-96-2470-51622,0,0,0,0.85,92.98,98.61,20.04,57,0,34,2,0,0,36.74,53
,28-Feb-23,404-96-2470-51622,0,0,0,0,91.89,98.33,14.61,37,1,43,2,0,0,39.33,34
GJRD62C,24-Feb-23,404-96-2470-51623,0,0,0,1.67,89.13,90.03,7.92,46,0,34,2,0,0,25.07,41
,25-Feb-23,404-96-2470-51623,0,0,0,0,96.43,88.41,9.63,56,1,24,2,0,0,19.52,54
,26-Feb-23,404-96-2470-51623,0,0,0,1.39,79.07,87.56,10.94,43,0,25,2,0,0,23.57,34
,27-Feb-23,404-96-2470-51623,0,0,0,1.39,90.74,89.54,13.56,54,1,27,2,0,0,24.31,49
,28-Feb-23,404-96-2470-51623,0,0,0,2.62,98.68,87.34,14.22,76,1,25,2,0,0,23.68,75
HADW36A,24-Feb-23,404-96-2680-29361,0,0,0,0,91.43,98.36,17.35,35,0,50,2,0,0,33.08,32
,25-Feb-23,404-96-2680-29361,0,0,0,0,87.5,98.54,17.24,24,0,32,2,0,0,30.63,21
,26-Feb-23,404-96-2680-29361,0,0,0,0,98.37,98.37,15.03,123,0,28,2,0,0,28.55,121
,27-Feb-23,404-96-2680-29361,0,0,0,0,98.67,98.45,18.88,75,0,82,2,0,0,31.69,74
,28-Feb-23,404-96-2680-29361,0,0,0,0,92.11,98.15,19.66,38,0,33,2,0,0,50.42,35
HADW36B,24-Feb-23,404-96-2680-29362,0,0,0,0,92.96,98.6,12.55,71,0,24,2,0,0,24.68,66
,25-Feb-23,404-96-2680-29362,0,0,0,0,97.26,98.26,14.38,73,0,30,2,0,0,33.2,71
,26-Feb-23,404-96-2680-29362,0,0,0,0,84.24,98.89,19.82,165,4,58,2,0,1,60.17,139
,27-Feb-23,404-96-2680-29362,0,0,0,2.3,88.76,99.04,25.1,89,0,43,2,0,0,52.01,79
,28-Feb-23,404-96-2680-29362,0,0,0,2.3,94.57,99.46,24.44,92,2,49,2,0,0,50.69,87
HADW36C,24-Feb-23,404-96-2680-29363,0,0,0,0,84.91,99.23,19.19,53,1,25,2,0,0,41.86,45
,25-Feb-23,404-96-2680-29363,0,0,0,1.33,96.97,99.05,15.99,66,0,32,2,0,0,28.74,64
,26-Feb-23,404-96-2680-29363,0,0,0,1.33,84.75,99.22,20.48,118,1,50,2,0,0,35.17,100
,27-Feb-23,404-96-2680-29363,0,0,0,2,86.15,98.63,18.66,65,2,32,2,0,0,33.07,56
,28-Feb-23,404-96-2680-29363,0,0,0,2.75,94.87,98.7,23.16,78,1,60,2,0,0,45.26,74
HAIB67A,24-Feb-23,404-96-1670-15671,0,0,0,0.67,100,95.09,14.54,26,0,67,2,0,0,19.52,26
,25-Feb-23,404-96-1670-15671,0,0,0,0,100,93.11,12.2,33,1,21,2,0,0,15.91,33
,26-Feb-23,404-96-1670-15671,0,0.45,0,1.59,98.72,93.52,11.97,78,0,50,2,0,0,22.62,77
,27-Feb-23,404-96-1670-15671,0,0,0,1.59,93.02,94.38,16.08,43,0,62,2,0,0,33.46,40
,28-Feb-23,404-96-1670-15671,0,0,0,1.59,97.06,94.64,15.39,34,0,48,2,0,0,24.22,33
HAIB67B,24-Feb-23,404-96-1670-15672,0,0,0,0,100,97.08,9.72,18,0,14,2,0,0,24.24,18
,25-Feb-23,404-96-1670-15672,0,0,0,0,100,97.27,7.49,29,0,25,2,0,0,19.51,29
,26-Feb-23,404-96-1670-15672,0,0,0,0,90.48,99.09,7.78,63,0,23,2,0,0,28.14,57
,27-Feb-23,404-96-1670-15672,0,0,0,0,96.15,98.48,13.15,26,0,56,2,0,0,26.61,25
,28-Feb-23,404-96-1670-15672,0,0,0,0,94,98.5,10.4,50,0,12,2,0,0,22.83,47
HAIB67C,24-Feb-23,404-96-1670-15673,0,0,0,0.51,94.44,96.04,34.83,36,0,53,2,0,0,62.25,34
,25-Feb-23,404-96-1670-15673,0,0,0,0,81.82,95.24,33.55,33,0,73,2,0,0,57.23,27
,26-Feb-23,404-96-1670-15673,0,0,0,0,87.1,94.75,37.78,31,0,96,2,0,0,60.39,27
,27-Feb-23,404-96-1670-15673,0,0,0,0,90.91,95.34,32.68,22,0,83,2,0,0,54.4,20
,28-Feb-23,404-96-1670-15673,0,0,0,0,85.19,95.68,36.38,54,0,90,2,0,0,62.81,46
HASS61A,24-Feb-23,404-96-2580-21611,0,0,0,0.74,96.21,95.05,27.2,132,2,56,2,0,0,41.43,127
,25-Feb-23,404-96-2580-21611,0,0,0,1.93,94.56,93.16,23.75,147,1,40,2,0,0,31.17,139
,26-Feb-23,404-96-2580-21611,0,0,0,2.76,95.73,92.29,25.25,117,1,68,2,0,0,56.52,112
,27-Feb-23,404-96-2580-21611,0,0,0,2.51,96.02,92.23,30.52,176,2,63,2,0,0,41.79,169
,28-Feb-23,404-96-2580-21611,0,0,0,2.38,96.59,92,16.05,88,0,68,2,0,0,34.68,85
HASS61B,24-Feb-23,404-96-2580-21612,0,0,0,0,96.51,96.64,23.77,86,0,56,2,0,0,39.98,83
,25-Feb-23,404-96-2580-21612,0,0,0,0,98.77,96.92,27.1,81,0,95,2,0,0,40.41,80
,26-Feb-23,404-96-2580-21612,0,0,0,0,98.78,96.6,25.14,82,0,68,2,0,0,34.39,81
,27-Feb-23,404-96-2580-21612,0,0,0,0,99.22,96.81,29.94,128,1,47,2,0,0,49.36,127
,28-Feb-23,404-96-2580-21612,0,0,0,0.71,93.59,97.28,25.89,78,1,96,2,0,0,50.73,73
HASS61C,24-Feb-23,404-96-2580-21613,0,0,0,0,85.33,92.59,31.71,75,1,49,2,0,0,40.51,64
,25-Feb-23,404-96-2580-21613,0,1.4,2.17,0.68,98.33,96.44,27.95,60,1,45,2,0,0,43.89,59
,26-Feb-23,404-96-2580-21613,0,0.42,0,1.42,96.77,95.32,29.01,62,0,63,2,0,0,49.81,60
,27-Feb-23,404-96-2580-21613,0,0.6,0,1.42,95.24,96.98,24.61,63,0,77,2,0,0,40.28,60
,28-Feb-23,404-96-2580-21613,0,0,0,0.74,88.24,96.64,29.13,68,0,48,2,0,0,72.94,60
HNGL85A,24-Feb-23,404-96-2600-49851,0,0,0,0,100,95.15,29.19,119,0,66,2,0,0,59.62,119
,25-Feb-23,404-96-2600-49851,0,0,0,0,98.82,94.66,26.56,85,0,60,2,0,0,50.85,84
,26-Feb-23,404-96-2600-49851,0,0,0,0,98.91,95.01,29.9,92,0,114,2,0,0,63.3,91
,27-Feb-23,404-96-2600-49851,0,0,0,0,98.73,95.31,29.89,79,0,71,2,0,0,51.28,78
,28-Feb-23,404-96-2600-49851,0,0,0,0,98.47,95.4,33.23,131,0,79,2,0,0,57.4,129
HNGL85B,24-Feb-23,404-96-2600-49852,0,0,0,0,98.63,98.16,47.01,73,0,129,2,0,0,106.21,72
,25-Feb-23,404-96-2600-49852,0,0,0,0,100,98.58,50.67,91,0,133,2,0,0,99.1,91
,26-Feb-23,404-96-2600-49852,0,0,0,0,97.56,98.89,54.21,123,1,123,2,0,0,99.4,120
,27-Feb-23,404-96-2600-49852,0,0,0,0.27,95.83,99.06,51.01,96,0,123,2,0,0,118.31,92
,28-Feb-23,404-96-2600-49852,0,0,0,0.27,97.87,99.05,53.48,141,0,106,2,0,0,98.75,138
HNGL85C,24-Feb-23,404-96-2600-49853,0,0,0,0,57.89,96.66,17.56,19,1,54,2,0,0,35.13,11
,25-Feb-23,404-96-2600-49853,0,0,0,0.62,96.43,95.84,15.77,28,1,34,2,0,0,33.19,27
,26-Feb-23,404-96-2600-49853,0,0,0,1.6,90.91,94.75,18.02,44,1,63,2,0,0,50.18,40
,27-Feb-23,404-96-2600-49853,0,0,0,2.13,93.75,93.43,14.07,16,1,34,2,0,0,28.33,15
,28-Feb-23,404-96-2600-49853,0,0,0,2.49,94.29,93.67,13.83,35,0,52,2,0,0,36.61,33
HSNP50A,24-Feb-23,404-96-2470-52501,0,0,0,,100,,12.4,3,1,57,2,0,0,40.87,3
,25-Feb-23,404-96-2470-52501,0,0.69,0,1.75,77.78,96.1,23.04,18,2,42,2,0,0,33.75,14
,26-Feb-23,404-96-2470-52501,0,0.87,0,3.26,100,96.22,19.86,18,1,49,2,0,0,36.59,18
,27-Feb-23,404-96-2470-52501,0,0,0,2.85,92.86,95.61,19.34,14,1,37,2,0,0,21.49,13
,28-Feb-23,404-96-2470-52501,0,0,0,3.17,94.44,95.36,17.12,18,1,32,2,0,0,34.13,17
HSNP50B,24-Feb-23,404-96-2470-52502,0,0,0,,100,,18.81,6,0,75,2,0,0,59.65,6
,25-Feb-23,404-96-2470-52502,0,0,0,0,80,96.36,26.77,10,1,23,2,0,0,35.09,8
,26-Feb-23,404-96-2470-52502,0,0,0,2.17,95,96.7,15.29,20,2,34,2,0,0,35.27,19
,27-Feb-23,404-96-2470-52502,0,0,0,3.41,96.77,95.26,14.62,31,1,47,2,0,0,25.39,30
,28-Feb-23,404-96-2470-52502,0,0,0,4.12,100,95.27,13.31,9,0,27,2,0,0,24.33,9
HSNP50C,24-Feb-23,404-96-2470-52503,0,0,0,,100,,11.99,2,0,24,2,0,0,39.5,2
,25-Feb-23,404-96-2470-52503,0,0,0,0,94.74,90.81,24.24,38,1,78,2,0,0,46.4,36
,26-Feb-23,404-96-2470-52503,0,0,0,0.64,100,93.89,26.98,12,1,53,2,0,0,44.41,12
,27-Feb-23,404-96-2470-52503,0,1.3,0,1.06,95.83,95.21,25.48,48,0,33,2,0,0,50.39,46
,28-Feb-23,404-96-2470-52503,0,0.66,0,1.06,80.95,97.13,23.64,42,0,94,2,0,0,52.64,34
HUMA76A,24-Feb-23,404-96-2760-49761,0,0.41,0,0.39,92.31,94.36,60.29,260,1,150,2,0.14,0,124.18,240
,25-Feb-23,404-96-2760-49761,0,0,0,0.22,94.79,95.21,58.99,288,2,119,2,0.26,0,98.99,273
,26-Feb-23,404-96-2760-49761,0,0,0,0.78,95.67,95.2,49.72,254,3,120,2,0.08,0,83.12,243
,27-Feb-23,404-96-2760-49761,0,0.24,0,1.62,96.21,94.59,47.69,369,1,118,2,0.26,0,98.36,355
,28-Feb-23,404-96-2760-49761,0,0,0,1.68,94.74,94.12,50.34,228,3,117,2,0.29,0,84.1,216
HUMA76B,24-Feb-23,404-96-2760-49762,0,0.31,0,2.13,96.09,95.23,91.16,384,2,192,2,0.59,0,124.01,369
,25-Feb-23,404-96-2760-49762,0,0,0.58,2.27,96.53,94.71,85.16,259,1,170,2,0.69,0,145.73,250
,26-Feb-23,404-96-2760-49762,0,0,0,1.25,95.76,93.71,89.37,354,2,200,2,0.12,0,147.83,339
,27-Feb-23,404-96-2760-49762,0,0,0,0.88,95.19,94.03,91.13,499,6,176,2,1.8,0,155.29,475
,28-Feb-23,404-96-2760-49762,0,0.14,0,1.67,93.64,93.5,87.5,346,2,160,2,0.64,0,122.99,324
HUMA76C,24-Feb-23,404-96-2760-49763,0,0,0,0,90.61,94.1,48.48,245,2,86,2,2.09,0,103.16,222
,25-Feb-23,404-96-2760-49763,0,0,0,0.78,85.57,94.71,52.75,201,0,153,2,0,0,94.33,172
,26-Feb-23,404-96-2760-49763,0,0.32,0,0.78,87.01,94.72,50.21,77,3,107,2,0.09,0,74.09,67
,27-Feb-23,404-96-2760-49763,0,0,0,1.71,93.33,93.43,53.67,150,2,138,2,0.72,0,87.84,140
,28-Feb-23,404-96-2760-49763,0,0,0,1.42,92.93,92.7,51.86,198,0,137,2,0.63,0,92.98,184
IOCL93A,24-Feb-23,404-96-1450-49931,0,0,0,0,93.08,94.38,242.95,665,0,545,5,0.57,0,103.84,619
,25-Feb-23,404-96-1450-49931,0,0,0,0,88.18,94.81,259.92,584,0,579,5,0.77,0,136.38,515
,26-Feb-23,404-96-1450-49931,0,0,0,0,90.48,94.84,444.96,767,0,1040,5,6.98,0,166.09,694
,27-Feb-23,404-96-1450-49931,0,0,0,0,95.47,94.46,279.62,508,0,527,5,1.33,0,126.87,485
,28-Feb-23,404-96-1450-49931,0,0,0,0,88.73,94.49,229.14,497,0,467,5,0.99,0,119.63,441
IOCL93B,24-Feb-23,404-96-1450-49932,0,0.12,0,0,94.64,93.84,195.27,485,0,439,4,1.15,0,143.18,459
,25-Feb-23,404-96-1450-49932,0,0,0,0,91.44,93.9,197.95,479,0,446,4,1.91,0,166.42,438
,26-Feb-23,404-96-1450-49932,0,0,0,0,88.14,93.77,335.05,506,0,681,4,4.07,0,205.7,446
,27-Feb-23,404-96-1450-49932,0,0,0,0,91.93,93.66,221.92,570,0,476,4,0.82,0,170.02,524
,28-Feb-23,404-96-1450-49932,0,0,0,0,93.7,92.92,194.71,476,0,434,4,2.35,0,148.15,446
IOCL93C,24-Feb-23,404-96-1450-49933,0,0,0,0,89.18,96.69,228.41,379,0,401,4,1,0,157.15,338
,25-Feb-23,404-96-1450-49933,0,0,0,0,77.26,96.48,214.99,897,0,598,4,1.48,0,140.61,693
,26-Feb-23,404-96-1450-49933,0,0.1,0,0,91.48,94.13,278.31,270,0,538,4,1.06,0,199.06,247
,27-Feb-23,404-96-1450-49933,0,0,0,0,86.47,94.24,250.03,665,0,478,4,1.12,0,146.16,575
,28-Feb-23,404-96-1450-49933,0,0,0,0,87.97,93.7,227,640,0,533,4,0.51,0,143.2,563
JAND18A,24-Feb-23,404-96-1780-31181,0,0,0,0,,98.05,6.89,0,0,26,2,0,0,13.4,0
,25-Feb-23,404-96-1780-31181,0,0,0,0,75,95.94,8.46,4,1,31,2,0,0,17.95,3
,26-Feb-23,404-96-1780-31181,0,0,0,1.08,,95.64,6.4,0,0,20,2,0,0,19.39,0
,27-Feb-23,404-96-1780-31181,0,0,0,1.08,80,96.05,6.65,5,0,28,2,0,0,19.44,4
,28-Feb-23,404-96-1780-31181,0,0,0,1.08,100,98.31,6.16,1,0,12,2,0,0,15.23,1
JAND18B,24-Feb-23,404-96-1780-31182,0,0,0,0,100,98.23,21.02,8,0,21,2,0,0,30.49,8
,25-Feb-23,404-96-1780-31182,0,0,0,0,100,98.17,16.61,11,0,18,2,0,0,29.36,11
,26-Feb-23,404-96-1780-31182,0,0,0,0,100,98.15,14.96,25,0,23,2,0,0,45.6,25
,27-Feb-23,404-96-1780-31182,0,0,0,0,95.24,99.69,18.77,21,0,39,2,0,0,26.77,20
,28-Feb-23,404-96-1780-31182,0,0,0,0,100,99.64,24.17,29,0,47,2,0,0,47.3,29
JAND18C,24-Feb-23,404-96-1780-31183,0,0,0,0.68,95.65,97.2,13.28,23,0,53,2,0,0,22.87,22
,25-Feb-23,404-96-1780-31183,0,0,0,0.68,88.89,96.65,13.26,9,0,32,2,0,0,27.62,8
,26-Feb-23,404-96-1780-31183,0,0,0,0,100,96.48,12.06,9,0,55,2,0,0,21.07,9
,27-Feb-23,404-96-1780-31183,0,0,0,0,100,96.75,14.95,9,0,62,2,0,0,25.16,9
,28-Feb-23,404-96-1780-31183,0,0,0,0,95.24,96.9,13.46,21,0,60,2,0,0,26.74,20
JHAM94A,24-Feb-23,404-96-2550-57941,0,0.19,0,1.45,66.18,95.93,25.67,68,1,45,2,0,0,42.73,45
,25-Feb-23,404-96-2550-57941,0,0,0,2.19,96.88,95.62,31.22,32,0,36,2,0,0,63.82,31
,26-Feb-23,404-96-2550-57941,0.04,0,0.54,1.57,99.57,95.54,105.86,234,0,363,2,0.14,0,237.24,233
,27-Feb-23,404-96-2550-57941,0.19,0.01,0,0.74,98.62,95.54,155.81,289,2,410,2,0,0,247.05,285
,28-Feb-23,404-96-2550-57941,0.39,0.03,2.52,0.16,95.48,96.25,160.25,155,4,618,2,0,0,302.4,148
JHAM94B,24-Feb-23,404-96-2550-57942,0,0,0,0.83,89.19,95.1,39.11,37,0,102,2,0,0,76.57,33
,25-Feb-23,404-96-2550-57942,0,0,0,0.27,98.04,94.79,49.15,51,1,130,2,0,0,101.99,50
,26-Feb-23,404-96-2550-57942,0,0.05,0,0.26,90.67,94.43,83.68,75,0,184,2,0,0,158.88,68
,27-Feb-23,404-96-2550-57942,0,0,0,0.26,94.52,94.94,122.36,73,2,236,2,0,0,170.51,69
,28-Feb-23,404-96-2550-57942,0,0,0,0.54,89.19,96.09,110.63,37,0,149,2,0,0,147.68,33
JHAM94C,24-Feb-23,404-96-2550-57943,0,0,0,0,88.57,98.49,20.15,35,0,55,2,0,0,39.3,31
,25-Feb-23,404-96-2550-57943,0,0.61,0,0,95.45,97.82,22.78,22,0,50,2,0,0,41.19,21
,26-Feb-23,404-96-2550-57943,0,0.12,0,0,94.81,97.51,51.96,77,2,108,2,0,0,127.09,73
,27-Feb-23,404-96-2550-57943,0,0,0,0.62,93.24,96.99,68.24,74,0,168,2,0,0,154.62,69
,28-Feb-23,404-96-2550-57943,0,0,0,0.62,83.87,97.95,68.57,62,1,145,2,0,0,142.49,52
JNGC65A,24-Feb-23,404-96-2400-45651,0,0,0,0,88.52,94.97,25.97,61,0,119,2,0,0,61.46,54
,25-Feb-23,404-96-2400-45651,0,0,0,0,96.3,95.24,30.77,54,0,120,2,0,0,70.61,52
,26-Feb-23,404-96-2400-45651,0,0,0,0,97.67,95.64,25.56,43,1,81,2,0,0,36.09,42
,27-Feb-23,404-96-2400-45651,,,,0.41,93.06,95.5,26.5,72,0,,2,0,0,45.79,67
,28-Feb-23,404-96-2400-45651,0,0,0,0.62,93.94,95.5,26.51,66,0,77,2,0,0,50.89,62
JNGC65B,24-Feb-23,404-96-2400-45652,0,0,0,0,95.52,94.98,19.91,67,1,17,2,0,0,30.79,64
,25-Feb-23,404-96-2400-45652,0,0,0,1.96,88,94.31,17.68,50,1,36,2,0,0,27.97,44
,26-Feb-23,404-96-2400-45652,0,0,0,2.89,96.23,94.14,15.41,53,0,42,2,0,0,27.52,51
,27-Feb-23,404-96-2400-45652,0,0,0,2.89,98.53,95.47,17.15,68,0,25,2,0,0,30.38,67
,28-Feb-23,404-96-2400-45652,0,0,0,0.93,97.5,96.11,14.79,40,0,27,2,0.14,0,24.24,39
JNGC65C,24-Feb-23,404-96-2400-45653,0,0,0,0.25,80.43,94.21,36.45,46,0,92,2,0,0,65.11,37
,25-Feb-23,404-96-2400-45653,0,0,0,0,92.65,94.12,31.24,68,0,133,2,0,0,71.27,63
,26-Feb-23,404-96-2400-45653,0,0,0,0,93.62,94.81,30.81,47,0,111,2,0.16,0,65.19,44
,27-Feb-23,404-96-2400-45653,,,,0,84.51,96.04,34.34,71,0,,2,0,0,74.92,60
,28-Feb-23,404-96-2400-45653,0,0,0,0,84.06,96.67,34.24,69,0,159,2,0,0,69.99,58
KHDA89A,24-Feb-23,404-96-2780-60891,0,0,0,0.52,94.83,98.49,41.82,174,0,104,2,0.07,0,74.34,165
,25-Feb-23,404-96-2780-60891,0,0,0,0.52,98.55,98.89,43.72,138,1,73,2,0.08,0,86.66,136
,26-Feb-23,404-96-2780-60891,0,0,0,0.46,92.78,98.81,45.53,180,0,84,2,0.07,0,82.99,167
,27-Feb-23,404-96-2780-60891,0,0,0,0.46,92.61,98.71,44.42,176,1,101,2,0.07,0,78.07,163
,28-Feb-23,404-96-2780-60891,0,0,0,0.79,97.05,98.52,48.12,237,0,181,2,0.08,0,107.47,230
KHDA89B,24-Feb-23,404-96-2780-60892,0,0,0,0,98.85,98.9,75.86,261,0,174,2,0.15,0,130.51,258
,25-Feb-23,404-96-2780-60892,0,0,0,0,98.73,98.87,72.28,237,1,138,2,0.1,0,107.63,234
,26-Feb-23,404-96-2780-60892,0,0,0,0.24,99.5,99.08,69.42,202,0,129,2,0.08,0,130.83,201
,27-Feb-23,404-96-2780-60892,0,0,0,0.24,100,99.07,77.2,185,0,133,2,0.11,0,123.3,185
,28-Feb-23,404-96-2780-60892,0,0,0,0.24,99.18,99.45,81.16,243,1,163,2,0.12,0,199.52,241
KHDA89C,24-Feb-23,404-96-2780-60893,0,0.35,5.46,1.45,92.59,92.3,141.49,580,8,437,2,0.33,0,274.35,537
,25-Feb-23,404-96-2780-60893,0,0.12,9.72,1.52,93.29,92.62,149.33,671,1,373,2,0.19,0,295.2,626
,26-Feb-23,404-96-2780-60893,0,0.65,8.46,1.61,92.63,93.27,151.94,692,5,365,2,0.76,0,282.74,641
,27-Feb-23,404-96-2780-60893,0,0.27,0.53,1.16,91.98,93.69,145.37,686,5,369,2,0.25,0,228.24,631
,28-Feb-23,404-96-2780-60893,0,0.32,1.93,1,93.06,93.83,138.24,562,11,297,2,0.3,0,270.74,523
KURA08A,24-Feb-23,404-96-2680-29081,0,0,0,1.23,98.53,98.67,8.18,68,0,22,2,0,0,13.83,67
,25-Feb-23,404-96-2680-29081,0,0,0,1.23,97.75,98.63,10.4,89,0,26,2,0,0,23.14,87
,26-Feb-23,404-96-2680-29081,0,0,0,0,98.39,96.56,9.29,62,0,37,2,0,0,17.64,61
,27-Feb-23,404-96-2680-29081,0,0,0,0,100,96.54,10.05,80,0,37,2,0,0,17.76,80
,28-Feb-23,404-96-2680-29081,0,0,0,0,94.95,96.67,10.16,99,1,24,2,0,0,22.32,94
KURA08B,24-Feb-23,404-96-2680-29082,0,0,0,0,100,99.2,8.86,19,0,22,2,0,0,20.14,19
,25-Feb-23,404-96-2680-29082,0,1.92,0,0,73.33,98.96,11.33,30,1,17,2,0,0,28.06,22
,26-Feb-23,404-96-2680-29082,0,0,0,1.96,80,99.29,11.86,5,1,1,2,0,0,23.51,4
,27-Feb-23,404-96-2680-29082,0,0,0,35.29,96.72,99.24,12.86,61,0,33,2,0,0,33.86,59
,28-Feb-23,404-96-2680-29082,0,0.5,0,35.29,94.87,98.88,9.75,39,0,48,2,0,0,30.22,37
KURA08C,24-Feb-23,404-96-2680-29083,0,0,0,0,100,99.25,17.96,24,0,19,2,0,0,31.34,24
,25-Feb-23,404-96-2680-29083,0,0,0,0,91.18,99.31,20.71,34,0,32,2,0,0,32.35,31
,26-Feb-23,404-96-2680-29083,0,0,0,0,100,99.36,19.46,26,0,28,2,0,0,39.62,26
,27-Feb-23,404-96-2680-29083,0,0,0,0,98,99.3,22.31,100,0,67,2,0,0,41.2,98
,28-Feb-23,404-96-2680-29083,0,0,0,0,88.64,99.26,18.06,44,0,29,2,0,0,47.07,39
LHKR71A,24-Feb-23,404-96-1790-51711,0,0,0,0,96.32,97.24,84.69,190,0,160,2,0.11,0,118.3,183
,25-Feb-23,404-96-1790-51711,0,0,0,0,95.24,97.11,76.83,210,0,167,2,0.1,0,134.93,200
,26-Feb-23,404-96-1790-51711,0,0,0,0,93.55,97.15,74.79,186,0,201,2,0.41,0,113.16,174
,27-Feb-23,404-96-1790-51711,0,0,0,0,96.88,97.13,82.68,224,2,255,2,0.11,0,124.48,217
,28-Feb-23,404-96-1790-51711,0,0,0,0.26,96.41,97.37,72.8,223,0,217,2,0.37,0,154.46,215
LHKR71B,24-Feb-23,404-96-1790-51712,0,0,1.78,0,81.88,98.05,71.98,276,0,221,2,0,0,164.39,226
,25-Feb-23,404-96-1790-51712,0,0,0.52,0,95.87,97.79,63.56,218,0,190,2,0,0,143.48,209
,26-Feb-23,404-96-1790-51712,0,0,0,0,95.7,97.01,73.66,302,0,214,2,0.15,0,153.72,289
,27-Feb-23,404-96-1790-51712,0,0,0,0,93.14,97.25,70.97,175,2,125,2,0.23,0,154.54,163
,28-Feb-23,404-96-1790-51712,0,0,0.98,0.53,96.97,97.27,58.8,297,0,201,2,0,0,171.51,288
LHKR71C,24-Feb-23,404-96-1790-51713,0,0,0,1.59,93.2,94.4,28.26,147,0,48,2,0.21,0,52.88,137
,25-Feb-23,404-96-1790-51713,0,0,0,1.59,93.57,95.49,26.38,171,0,77,2,0.56,0,68.9,160
,26-Feb-23,404-96-1790-51713,0,0,0,1.59,97.73,96.32,31.81,176,0,72,2,0.32,0,74.31,172
,27-Feb-23,404-96-1790-51713,0,0,0,0,93.1,97.08,33.86,174,0,77,2,0.37,0,67.3,162
,28-Feb-23,404-96-1790-51713,0,0,0,0,96.6,96.94,29.15,147,0,63,2,0.22,0,62.8,142
LONA27A,24-Feb-23,404-96-2540-59271,0,0.32,0,0,82.88,87.01,31.38,111,0,84,2,0,0,55.93,92
,25-Feb-23,404-96-2540-59271,0,0,0,0,87.41,87.36,32.02,135,0,70,2,0,0,46.18,118
,26-Feb-23,404-96-2540-59271,0,0.57,0,0,84.96,89.17,33.22,113,2,119,2,0,0,61.61,96
,27-Feb-23,404-96-2540-59271,0,0.35,0,0.56,91.18,90.93,33.18,102,1,81,2,0,0,61.64,93
,28-Feb-23,404-96-2540-59271,0,0,0,0.97,91.92,92.11,25.76,99,0,74,2,0,0,38.94,91
